stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,1.72,0,0,0.57,0,0
5dpf,0,0,0,0,0.52,2.07
10dpf,3.77,0.63,0.63,0.63,0,0
