stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0,0.83,0.83,0,0,0,0.83
3dpf,2.87,0,0,4.02,0,0,1.72
5dpf,0,0.52,0,2.07,0.52,0.52,3.1
10dpf,1.26,0,0,1.26,0,0,1.26
