stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0.83,4.17,0,0,0,0.83
3dpf,0.57,0.57,4.02,0.57,13.22,1.72,0.57
5dpf,0.52,5.17,4.65,0.52,9.82,1.03,1.55
10dpf,0,1.26,1.26,1.26,1.88,0,0
