stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0.83,0,0,0,9.17,44.21,0,0,5.84
3dpf,2.87,0.57,0,0.57,0,52.29,0,0,5.17
5dpf,2.07,1.03,0.52,1.03,1.03,40.83,0.52,0.52,17.06
10dpf,1.88,0,0.63,0,0,10.04,0,0,2.51
