stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,1.67,0,0,0,1.67,0.83,60.89
3dpf,8.05,0,0,0,0,1.15,0.57
5dpf,0,0.52,0.52,0,0.52,1.03,28.94
10dpf,4.39,1.88,0,0.63,0,1.88,17.57
