stage,central_nervous_system,endoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,5.75,0,4.6,0,0
5dpf,1.03,0,6.2,0,0
10dpf,14.43,1.26,13.18,1.26,0.63
