stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,43.37,0,3.34,3.34,0.83,1.67,0.83
3dpf,9.19,0,1.15,2.87,0,0,0
5dpf,9.82,0,1.03,1.03,0,0.52,0
10dpf,4.39,0.63,1.26,0.63,0,0,0
