stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
24hpf,0,0,0,0,0,2,0,0
2dpf,0,0,0,0,0.83,0,0,0.83
3dpf,8.05,1.15,0,0.57,2.87,0,0,1.15
5dpf,1.55,1.55,1.03,2.07,2.07,2.07,0.52,6.2
10dpf,5.65,0.63,0,0,1.88,0,0,0
