stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,3.34,0,1.67,0,0.83,0
3dpf,17.81,0,0.57,0,0,0
5dpf,2.07,0.52,1.03,0.52,3.62,1.03
10dpf,5.02,0.63,1.26,0,7.53,0
