stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,10.32,0,0,0,227.1,0,0,92.91,0,0
12hpf,3.86,0,0,7.71,150.36,1.93,0,237.11,3.86,1.93
14hpf,10.03,0,16.72,120.38,36.78,0,0,50.16,0,0
16hpf,14.36,2.05,0,2.05,14.36,0,0,71.78,0,0
19hpf,50.35,0,0,0,4.38,0,0,21.89,0,0
24hpf,148,0,1,0,4,0,0,10,4,4
2dpf,236.88,1.67,4.17,3.34,19.18,43.37,9.17,1.67,37.53,22.52
3dpf,645.33,4.6,1.72,0,1.72,10.92,0,0,16.09,2.3
5dpf,9.3,0,3.62,2.07,3.62,24.29,1.55,1.03,9.3,10.85
10dpf,175.08,1.26,5.02,0.63,0.63,4.39,0.63,0,8.79,0.63
