stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,3.34,0,0.83,5,0.83,0.83,0.83,0
3dpf,8.62,0,0,4.02,0,0,0.57,0.57
5dpf,1.03,0.52,0.52,2.58,1.03,0,0.52,1.55
10dpf,2.51,0,0,0.63,0.63,0,0,0.63
