stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme
2dpf,2.5,0,0,0.83,2.5
3dpf,18.96,0.57,0.57,0,2.3
5dpf,3.1,0,0,0,1.03
10dpf,4.39,0,0,0,0.63
