stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0.83,0,0,0,0,0,0
3dpf,0,0,0,0,0.57,0,0
5dpf,1.03,0,1.03,0.52,1.55,0.52,2.58
10dpf,3.14,1.26,0.63,0,1.26,0,0
