stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
2dpf,2.5,0,0,1.67,5,0.83,0,0.83
3dpf,3.45,0.57,0,0,2.87,0.57,0,1.15
5dpf,1.55,1.03,0,0,2.58,1.55,0.52,1.55
10dpf,1.88,0,1.26,0,1.26,0,0,0
