stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,periderm
2dpf,0,0,8.34,0,0.83
3dpf,0,0,1.72,0,0
5dpf,0.52,0,6.72,0.52,0
10dpf,0,0.63,10.04,0.63,0
