stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme
24hpf,1,0,0,0
2dpf,3.34,0,2.5,5.84
3dpf,1.15,0,0,1.72
5dpf,2.07,0.52,0,5.69
10dpf,2.51,0,0,0
