stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,3.34,0,0.83,3.34,0,0.83
3dpf,27.01,0,0.57,6.32,0,0.57
5dpf,16.02,0.52,1.03,0.52,0.52,1.55
10dpf,18.83,1.26,3.14,4.39,0.63,0
