stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0.83,0,0,3.34,0,0,0
3dpf,6.9,0,0.57,2.87,0,0,0.57
5dpf,0,0.52,1.55,0.52,0,0.52,0.52
10dpf,3.14,0,0,0,0.63,0.63,0.63
