stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0.83,0,0,2.5,1.67,0,0.83,5.84
3dpf,7.47,1.15,0,0,6.9,0,0,0
5dpf,2.07,0,0.52,1.03,11.89,0,1.03,6.72
10dpf,6.9,0.63,0.63,0.63,14.43,0.63,1.88,0.63
