stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,1,0,0
2dpf,4.17,0.83,1.67,3.34,0
3dpf,6.32,0,0.57,0,0.57
5dpf,10.85,1.03,1.03,0,1.03
10dpf,3.77,0,0,0,0
