stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,13.35,2.5,7.51,5,21.69,0
3dpf,4.02,0.57,1.72,1.15,18.96,0
5dpf,3.62,0,3.1,6.2,13.95,1.55
10dpf,11.3,0.63,0,2.51,5.02,0
