stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.5,0.83,0.83,0,5,0
3dpf,0,0.57,0.57,3.45,0,1.15
5dpf,1.55,3.1,0,3.62,0.52,9.82
10dpf,3.77,0.63,0.63,5.02,0.63,5.02
