stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,1.67,0,0,0
5dpf,0.52,0.52,2.07,0.52,0.52,0.52
10dpf,0,0.63,3.77,0,0,0
