stage,central_nervous_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,1.67,0,1.67,0
5dpf,0.52,0,0.52,0,1.03
10dpf,1.26,0,0,0,0
