stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
12hpf,0,3.86,0,0,0,0,0
24hpf,0,1,0,0,0,0,0
2dpf,1.67,0.83,0,0,0,0.83,5.84
3dpf,4.02,6.9,0,3.45,0,0.57,1.15
5dpf,1.03,3.1,0.52,4.13,0.52,0,3.62
10dpf,0.63,5.65,0.63,0.63,0,0,0.63
