stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
24hpf,0,6,0,0,0,0,0
2dpf,0,5.84,0,0.83,0,0,0
3dpf,1.72,0.57,0,0,0,0,0
5dpf,0,24.29,0.52,0,1.03,1.03,0.52
10dpf,0.63,37.02,0,0.63,0.63,0,0
