stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0.83,0,0
3dpf,2.3,0,0,0.57,0,0,0
5dpf,1.55,0.52,2.07,0.52,0,0.52,1.55
10dpf,1.88,1.26,0,0,0,0,1.26
