stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,3.34,0,0,0.83,0,0
3dpf,13.22,0,0,1.72,0,0.57
5dpf,0.52,0,0.52,2.58,0,0
10dpf,5.65,1.26,0,0,0.63,0
