stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,1651.67,30.97,10.32,0,278.72,20.65,0,51.61,681.31,629.7
12hpf,1387.98,53.98,7.71,38.56,385.55,61.69,1.93,90.6,512.78,474.23
14hpf,702.21,13.38,40.13,46.81,140.44,60.19,3.34,33.44,130.41,200.63
16hpf,215.34,12.3,14.36,12.3,94.34,24.61,6.15,6.15,96.39,63.58
19hpf,2559.16,21.89,0,32.84,293.35,116.03,50.35,19.7,168.57,330.57
24hpf,633,10,4,29,210,75,25,6,100,81
2dpf,556.33,20.02,20.02,97.59,517.13,694.79,75.07,17.52,243.55,294.43
3dpf,390.76,4.02,7.47,18.39,44.25,458.57,12.07,0,32.75,41.37
5dpf,402.61,40.83,71.84,162.8,116.29,1247.62,70.81,55.82,198.46,532.85
10dpf,146.84,7.53,60.24,26.98,19.45,206.46,8.16,0,18.2,73.42
