stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
2dpf,1.67,1.67,1.67,0,0,1.67
3dpf,0,0.57,0,0,0,0
5dpf,2.58,0,4.65,0.52,1.55,11.37
10dpf,0.63,0,0,0,0,1.26
