stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,0.83,0,0,0.83,1.67,0.83,0.83,1.67
3dpf,2.3,0,1.15,0,0,2.87,0,0.57
5dpf,0.52,2.58,0,0.52,0,1.55,0,1.03
10dpf,1.88,5.02,0,0,0,1.88,0,0.63
