stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,0,0.83
3dpf,0.57,0,0,0,0,0,17.24
5dpf,1.03,0.52,0.52,0,2.07,0.52,124.56
10dpf,2.51,0.63,0,0.63,0,0.63,8.16
