stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,1,0,3,0,0,0,0,0,0
2dpf,3.34,0,39.2,20.85,4.17,2.5,0,0.83,10.01
3dpf,13.22,0.57,9.77,4.02,0.57,4.02,0,0,6.9
5dpf,7.24,3.1,47.03,16.02,1.03,6.2,1.03,1.55,28.94
10dpf,13.18,2.51,32,4.39,2.51,4.39,0,0,6.9
