stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,113.55,0,0,0,0,0,0,0,51.61,20.65
12hpf,239.04,17.35,1.93,11.57,44.34,13.49,0,9.64,117.59,88.68
14hpf,26.75,3.34,0,6.69,3.34,3.34,0,10.03,23.41,13.38
16hpf,12.3,2.05,2.05,16.41,6.15,4.1,0,2.05,18.46,16.41
19hpf,32.84,2.19,0,4.38,13.14,4.38,0,0,13.14,0
24hpf,19,2,0,9,15,10,1,0,7,9
2dpf,135.95,5,13.35,33.36,146.8,221.03,31.69,9.17,51.71,65.89
3dpf,191.36,7.47,2.3,15.52,22.41,305.71,11.49,0,15.52,36.78
5dpf,50.13,4.65,9.82,35.66,20.67,222.75,19.64,8.27,26.36,112.67
10dpf,82.21,7.53,3.77,18.83,6.28,143.71,11.92,0,9.41,32.63
