stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,neural_crest,paraxial_mesoderm
24hpf,0,0,36,0,0,0,1
2dpf,0.83,0,10.01,0,0.83,0.83,0
3dpf,3.45,0,0,0,0,0,0
5dpf,2.07,0.52,65.12,1.03,0,0,0
10dpf,2.51,1.26,45.81,0,0,0,0
