stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0.83,0,0,0,0.83,0,0,7.51
3dpf,8.62,0,0,0.57,0.57,0,0,0
5dpf,10.85,0,0,0.52,1.03,0.52,0,2.58
10dpf,54.6,0.63,0.63,1.26,1.26,0,0.63,0
