stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,1.67,0,0.83,3.34,10.01,0,0.83,3.34
3dpf,2.3,2.3,0,0,1.15,0,0.57,0
5dpf,0.52,1.55,2.07,0,5.69,0.52,1.03,2.58
10dpf,3.77,8.79,0.63,0.63,6.9,0,0,0
