stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,4,0,0,2,0,0,0,0
2dpf,4.17,0,0,2.5,3.34,0,0,0
3dpf,181.59,0,0.57,1.15,14.94,0.57,0.57,1.15
5dpf,11.89,0.52,1.55,1.55,9.82,0.52,0,3.62
10dpf,60.87,0,1.88,1.88,5.65,0,0,0
