stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,1.67,0,0,0,0,0.83,0
3dpf,64.93,0.57,0,0,0,0,0
5dpf,2.07,0,0,0.52,3.62,0,0
10dpf,61.5,0,1.26,0,1.26,0,0.63
