stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,1,0,0,0,14,0,0
2dpf,0,2.5,3.34,1.67,0.83,1.67,0
3dpf,5.17,0,0.57,0.57,3.45,0,0
5dpf,1.55,1.55,4.65,0.52,5.17,0.52,0
10dpf,3.14,1.88,1.88,0,1.26,0,1.26
