stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,103.23,10.32,0,0,216.78,0,0,0,10.32,237.43
12hpf,123.38,28.92,0,0,237.11,3.86,0,1.93,11.57,71.33
14hpf,414.64,16.72,0,16.72,347.76,163.85,50.16,3.34,107,300.95
16hpf,336.33,41.02,0,24.61,194.83,24.61,38.97,0,57.42,198.93
19hpf,718.05,6.57,2.19,10.95,102.89,2.19,24.08,0,4.38,144.49
24hpf,487,6,2,12,166,29,27,0,34,153
2dpf,325.29,0.83,7.51,6.67,247.72,428.72,66.73,0.83,10.01,61.72
3dpf,193.08,4.02,4.02,1.72,64.93,512.01,6.32,0,4.6,17.81
5dpf,102.33,5.69,2.07,10.34,38.76,476,12.4,1.55,3.1,48.58
10dpf,133.66,6.9,1.88,6.28,24.47,424.84,10.67,0,5.65,11.92
