stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,0.83
3dpf,0,1.72,0,0.57,0,1.72
5dpf,0,0.52,0,0,0,8.27
10dpf,0.63,1.26,0.63,0,0.63,12.55
