stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0.83,0,0.83,0.83,0,0.83,0
3dpf,6.9,0,0,3.45,0,0,0
5dpf,1.55,4.13,0.52,7.75,0.52,2.07,1.03
10dpf,2.51,1.26,0,1.88,0,0.63,0
