stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,periderm
3dpf,1.15,0.57,1.15,5.75,0
5dpf,0.52,1.55,0.52,1.55,2.07
10dpf,0.63,2.51,0,1.26,0.63
