stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0,0,0.83,0,0,0
3dpf,2.3,0,0,0,0,0.57,0.57
5dpf,1.03,0.52,6.2,2.07,1.03,0.52,1.03
10dpf,2.51,0,4.39,0.63,0,0,0.63
