stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,1,0,0,0,0
2dpf,0,0,6.67,0,0,0.83,0.83
3dpf,0.57,0.57,2.3,0,0,0,1.72
5dpf,1.03,0,28.94,0.52,2.58,0.52,2.58
10dpf,0,0,30.75,0,0.63,0,1.88
