stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.83,0,0,0,0,0
3dpf,63.79,0,0,1.72,0.57,0
5dpf,3.1,0.52,0.52,4.65,0.52,0.52
10dpf,59.62,0,0,1.88,0,0.63
