stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,3.34,0,0.83,1.67,0,0,0.83
3dpf,118.38,0,0,1.15,0,0,0
5dpf,2.07,0,0,2.58,0.52,0.52,1.03
10dpf,56.48,1.26,0,2.51,0,0.63,1.26
