stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
3dpf,1.15,0,0,0.57,0.57
5dpf,0.52,0.52,0.52,0.52,2.58
10dpf,3.14,3.77,0,0.63,0
