stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
19hpf,0,0,0,0,0,0,0,2.19
2dpf,4.17,0,0,3.34,7.51,0,0.83,6.67
3dpf,31.61,0,0,0.57,1.15,0,0,0.57
5dpf,1.03,0,0,0,4.13,0.52,0,24.81
10dpf,28.87,0.63,0.63,0.63,1.26,0,0,2.51
