stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,1.72,0,0.57,1.72,74.7,0,0
5dpf,1.03,1.55,1.03,9.3,100.26,4.13,3.1
10dpf,5.65,1.26,0,16.32,262.31,6.9,2.51
