stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,1,0,1,0,0,0,0,0
2dpf,0,0,0.83,0,0.83,0,0,0
3dpf,16.66,0.57,70.68,4.02,6.9,0,1.15,9.77
5dpf,3.1,0.52,34.63,1.55,10.85,0.52,2.58,22.74
10dpf,2.51,0.63,11.92,0.63,1.26,0,0,8.16
