stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
19hpf,0,0,0,0,0,0,2.19,0
24hpf,1,0,0,0,0,1,0,0
2dpf,0,0,0.83,0,0,0,0,8.34
3dpf,22.99,1.15,0,0,0.57,0.57,0,1.15
5dpf,1.03,0,0,1.55,0,0,0,1.55
10dpf,6.28,0,0,2.51,0,0.63,0,0.63
