stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,1,5,0,0
2dpf,2.5,0,2.5,3.34,0,0.83
3dpf,4.6,0.57,0.57,5.75,0,0
5dpf,5.69,0,0.52,3.62,0.52,0.52
10dpf,4.39,0,0.63,4.39,0.63,0.63
