stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,2.5,0,0,0,0,0,0,0.83
3dpf,51.14,0.57,0,0,2.87,0,0,0
5dpf,1.03,0,2.07,3.1,6.72,0.52,0.52,0.52
10dpf,41.42,0,1.88,0,3.14,0,0.63,0.63
