stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0.83,1.67,0,0,0,0
3dpf,0.57,0,0.57,0,0.57,0
5dpf,2.07,0,1.55,0.52,0.52,0.52
10dpf,25.1,0,7.53,0,0,0
