stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,371.63,10.32,0,0,41.29,0,0,10.32,103.23,51.61
12hpf,194.7,1.93,1.93,7.71,34.7,5.78,0,11.57,92.53,50.12
14hpf,60.19,6.69,23.41,10.03,16.72,6.69,0,0,13.38,20.06
16hpf,100.49,2.05,14.36,22.56,41.02,10.25,6.15,2.05,36.91,20.51
19hpf,113.84,2.19,0,2.19,17.51,8.76,0,0,6.57,8.76
24hpf,151,3,8,5,29,19,7,1,32,16
2dpf,271.07,5,12.51,19.18,119.27,189.34,40.87,2.5,65.89,58.39
3dpf,702.22,6.32,5.17,13.22,9.77,172.97,6.9,0,17.81,31.61
5dpf,44.96,6.2,13.44,14.99,8.79,111.12,9.3,5.69,27.39,74.94
10dpf,217.75,10.04,30.12,25.73,17.57,217.75,6.28,0,32.63,43.93
