stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
16hpf,0,0,0,2.05,0,2.05,0
24hpf,1,0,0,0,0,0,0
2dpf,0,0,0,0.83,12.51,0,0.83
3dpf,14.37,0,0.57,8.62,0,0,0
5dpf,1.55,1.03,2.58,16.54,5.17,0,0
10dpf,15.06,0,0.63,11.92,2.51,0,0
