stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
24hpf,0,0,0,0,0,0,1,0,0
2dpf,0.83,0,0,0,2.5,3.34,0,5.84,2.5
3dpf,8.05,0,0,0.57,1.15,91.37,0,1.15,0.57
5dpf,5.17,1.03,0.52,0.52,2.07,96.13,3.1,2.58,3.1
10dpf,0.63,0,0,0.63,2.51,85.34,0,0,0
