stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0,4.17
5dpf,0,0.52,0.52,0.52,16.02
10dpf,0.63,0,0,0,3.14
