stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,6.67,0,5,0.83,0,0.83,0
3dpf,78.73,0,0,0.57,1.15,0.57,0
5dpf,1.55,1.03,0.52,0,0,0,1.03
10dpf,16.32,2.51,0,0,0.63,0,0
