stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
24hpf,0,0,0,0,0,1
2dpf,0.83,0,0,3.34,0,5
3dpf,1.15,0,0,1.72,6.9,1.15
5dpf,0,1.03,0.52,0,6.72,8.27
10dpf,0,0,4.39,0.63,3.77,6.28
