stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
19hpf,2.19,0,0,0,0,0
2dpf,25.02,0,0.83,0.83,0,0
3dpf,12.07,0.57,0,0,1.72,0
5dpf,5.17,0,0.52,0.52,1.03,1.03
10dpf,1.88,0,0,0,0,0
