stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,0,10.32,0
12hpf,3.86,0,9.64,0,0,0,0,15.42,0,3.86
14hpf,13.38,0,0,0,0,0,0,6.69,16.72,3.34
16hpf,10.25,2.05,0,0,2.05,2.05,0,4.1,34.86,4.1
19hpf,13.14,0,0,0,0,0,0,0,15.32,2.19
24hpf,25,0,1,3,3,6,0,0,14,5
2dpf,202.68,2.5,9.17,41.7,86.74,194.34,17.52,5.84,52.55,82.57
3dpf,521.2,8.62,9.77,16.66,17.24,223.54,8.62,0,13.79,35.05
5dpf,85.28,9.82,26.36,45.48,20.67,216.03,11.89,10.85,35.14,115.77
10dpf,247.88,14.43,23.85,36.4,11.92,159.39,6.9,0.63,23.85,29.49
